version,musicId,chartType,level,skillRate,maxCombo,maxKeepCount,maxJustReflec,chartVersion
6,816,medium,9,38,421,52,14,6
6,816,hard,11,54,674,77,17,6
6,816,whitehard,14,73,879,92,22,6
6,820,basic,6,23,282,150,6,6
6,820,medium,8,32,499,220,10,6
6,820,hard,11,51,639,220,12,6
6,820,whitehard,13,68,842,268,16,6
6,821,basic,6,25,272,80,9,6
6,821,medium,9,40,462,119,13,6
6,821,hard,12,59,699,125,16,6
6,821,whitehard,13,70,979,221,22,6
6,822,basic,6,22,280,128,7,6
6,822,medium,9,38,458,201,9,6
6,822,hard,12,60,700,208,14,6
6,822,whitehard,13,68,909,260,18,6
6,823,basic,5,18,173,87,3,6
6,823,medium,8,33,274,72,7,6
6,823,hard,10,46,441,82,13,6
6,823,whitehard,11,54,577,100,13,6
6,824,basic,5,17,123,6,5,6
6,824,medium,8,33,205,4,7,6
6,824,hard,10,47,408,26,14,6
6,824,whitehard,12,61,604,6,17,6
6,825,basic,5,19,244,124,5,6
6,825,medium,9,37,453,207,9,6
6,825,hard,11,53,724,322,11,6
6,825,whitehard,13,68,912,230,19,6
6,826,basic,2,5,117,33,0,6
6,826,medium,8,32,295,83,8,6
6,826,hard,10,45,533,134,15,6
6,826,whitehard,11,55,618,122,14,6
6,827,basic,5,19,149,62,4,6
6,827,medium,8,33,234,61,8,6
6,827,hard,11,54,521,144,14,6
6,827,whitehard,12,60,638,114,15,6
6,828,basic,6,24,283,99,8,6
6,828,medium,10,45,432,74,13,6
6,828,hard,12,60,698,66,18,6
6,828,whitehard,15,83,875,68,23,6
6,830,basic,4,13,144,6,0,6
6,830,medium,7,28,249,38,8,6
6,830,hard,10,43,403,51,13,6
6,830,whitehard,10,47,480,73,11,6
6,831,basic,5,17,157,36,5,6
6,831,medium,8,31,304,76,8,6
6,831,hard,11,49,448,89,13,6
6,831,whitehard,11,51,479,95,14,6
6,832,basic,6,22,250,22,8,6
6,832,medium,9,38,522,62,13,6
6,832,hard,11,54,798,106,20,6
6,832,whitehard,12,62,925,101,24,6
6,834,basic,3,9,127,36,0,6
6,834,medium,7,28,250,72,8,6
6,834,hard,11,52,464,98,14,6
6,834,whitehard,13,69,626,130,14,6
6,835,basic,5,17,187,59,6,6
6,835,medium,7,28,334,123,8,6
6,835,hard,10,45,513,124,15,6
6,835,whitehard,11,53,597,153,12,6
6,836,basic,6,23,263,91,8,6
6,836,medium,9,37,442,111,12,6
6,836,hard,11,51,795,269,15,6
6,836,whitehard,12,58,1056,341,21,6
6,837,basic,6,22,146,18,5,6
6,837,medium,8,32,323,86,9,6
6,837,hard,11,51,509,90,12,6
6,837,whitehard,12,58,634,100,15,6
6,839,basic,5,18,128,15,5,6
6,839,medium,8,31,242,17,8,6
6,839,hard,11,51,518,91,12,6
6,839,whitehard,12,57,671,93,16,6
6,840,basic,3,9,145,57,0,6
6,840,medium,8,32,261,64,9,6
6,840,hard,12,59,606,102,14,6
6,840,whitehard,11,52,494,106,15,6
6,841,basic,5,17,146,31,5,6
6,841,medium,7,27,303,60,9,6
6,841,hard,10,44,438,109,12,6
6,841,whitehard,11,50,481,92,15,6
6,842,basic,3,9,141,0,0,6
6,842,medium,7,29,307,50,9,6
6,842,hard,10,44,460,73,15,6
6,842,whitehard,11,53,597,79,15,6
6,843,basic,8,31,487,116,14,6
6,843,medium,11,50,621,55,16,6
6,843,hard,13,68,980,114,25,6
6,843,whitehard,15,88,1250,184,30,6
6,844,basic,5,19,180,18,7,6
6,844,medium,9,37,420,82,13,6
6,844,hard,11,55,669,51,17,6
6,844,whitehard,13,69,1000,139,24,6
6,845,basic,6,22,212,42,8,6
6,845,medium,9,37,315,54,10,6
6,845,hard,11,53,551,89,13,6
6,845,whitehard,13,68,759,135,18,6
6,846,basic,6,23,179,28,7,6
6,846,medium,9,37,361,17,13,6
6,846,hard,12,59,685,80,17,6
6,846,whitehard,13,66,842,161,19,6
6,847,basic,7,26,397,169,8,6
6,847,medium,10,43,523,169,13,6
6,847,hard,12,60,743,187,15,6
6,847,whitehard,13,70,868,226,18,6
6,848,basic,7,27,460,234,8,6
6,848,medium,10,44,580,151,12,6
6,848,hard,12,61,1070,369,20,6
6,848,whitehard,15,81,1400,486,26,6
6,849,basic,8,32,446,144,11,6
6,849,medium,11,51,765,173,17,6
6,849,hard,13,71,1103,265,24,6
6,849,whitehard,15,84,1362,307,31,6
6,850,basic,4,13,182,47,0,6
6,850,medium,9,38,358,82,10,6
6,850,hard,11,52,558,168,14,6
6,850,whitehard,12,62,808,323,14,6
6,851,basic,2,7,160,80,0,6
6,851,medium,7,30,295,90,7,6
6,851,hard,11,50,496,189,11,6
6,851,whitehard,10,46,509,209,10,6
6,852,basic,4,15,288,119,0,6
6,852,medium,8,33,446,128,12,6
6,852,hard,12,62,812,215,17,6
6,852,whitehard,13,70,849,166,19,6
6,853,basic,3,10,164,52,0,6
6,853,medium,7,28,269,54,8,6
6,853,hard,10,43,424,88,13,6
6,853,whitehard,11,50,526,122,11,6
6,854,basic,5,18,183,83,4,6
6,854,medium,8,32,249,66,9,6
6,854,hard,11,53,508,123,15,6
6,854,whitehard,12,61,623,173,13,6
6,855,basic,6,22,162,35,5,6
6,855,medium,9,36,345,78,10,6
6,855,hard,12,61,708,173,15,6
6,855,whitehard,12,62,796,267,15,6
6,856,basic,7,27,331,49,10,6
6,856,medium,10,44,467,74,15,6
6,856,hard,14,78,986,164,23,6
6,856,whitehard,14,78,1126,316,23,6
6,857,basic,7,29,423,108,12,6
6,857,medium,10,41,568,129,12,6
6,857,hard,14,75,1053,199,25,6
6,857,whitehard,14,76,1116,229,26,6
6,858,basic,6,25,212,18,9,6
6,858,medium,9,39,398,38,13,6
6,858,hard,13,71,761,106,19,6
6,858,whitehard,13,71,867,149,21,6
6,859,basic,4,15,188,18,0,6
6,859,medium,7,29,258,24,9,6
6,859,hard,11,52,653,250,11,6
6,859,whitehard,12,58,796,362,12,6
6,860,basic,5,17,163,31,6,6
6,860,medium,9,36,306,34,10,6
6,860,hard,13,68,692,51,18,6
6,860,whitehard,13,69,825,137,20,6
6,861,basic,5,19,205,70,6,6
6,861,medium,8,34,368,74,11,6
6,861,hard,11,50,677,167,14,6
6,861,whitehard,12,63,895,309,17,6
6,862,basic,3,10,153,30,0,6
6,862,medium,7,29,323,110,8,6
6,862,hard,10,42,464,166,11,6
6,862,whitehard,11,55,706,283,10,6
6,863,basic,5,18,213,68,7,6
6,863,medium,8,31,359,58,11,6
6,863,hard,13,68,780,258,15,6
6,863,whitehard,13,70,926,362,16,6
6,864,basic,8,33,301,56,9,6
6,864,medium,11,49,449,68,14,6
6,864,hard,14,77,800,103,20,6
6,864,whitehard,14,80,1206,330,23,6
6,865,basic,6,24,225,14,8,6
6,865,medium,10,45,530,145,15,6
6,865,hard,14,76,994,357,18,6
6,865,whitehard,14,74,1179,399,22,6
6,866,basic,5,18,170,48,5,6
6,866,medium,9,37,437,114,12,6
6,866,hard,12,60,792,290,14,6
6,866,whitehard,13,66,966,390,16,6
6,867,basic,4,13,264,96,0,6
6,867,medium,8,34,396,120,10,6
6,867,hard,11,53,613,145,13,6
6,867,whitehard,12,62,673,136,15,6
6,868,basic,7,26,268,15,9,6
6,868,medium,10,45,443,98,13,6
6,868,hard,14,74,872,184,20,6
6,868,whitehard,14,75,870,141,20,6
6,869,basic,4,13,198,47,0,6
6,869,medium,7,27,271,62,8,6
6,869,hard,11,56,445,42,11,6
6,869,whitehard,11,53,813,439,13,6
6,870,basic,7,27,278,74,8,6
6,870,medium,9,38,411,28,13,6
6,870,hard,14,73,903,115,23,6
6,870,whitehard,13,69,983,249,21,6
6,871,basic,2,7,157,67,0,6
6,871,medium,7,27,265,67,9,6
6,871,hard,10,48,502,55,13,6
6,871,whitehard,10,48,499,105,15,6
6,872,basic,5,20,265,98,7,6
6,872,medium,8,33,327,79,9,6
6,872,hard,12,59,694,156,15,6
6,872,whitehard,11,53,628,175,12,6
6,873,basic,7,27,333,93,9,6
6,873,medium,10,44,510,111,15,6
6,873,hard,14,77,987,215,22,6
6,873,whitehard,14,76,1111,341,22,6
6,874,basic,6,24,217,17,9,6
6,874,medium,9,38,457,150,11,6
6,874,hard,14,76,914,141,22,6
6,874,whitehard,13,72,866,238,18,6
6,875,basic,6,25,239,35,7,6
6,875,medium,10,42,429,35,15,6
6,875,hard,13,68,787,42,21,6
6,875,whitehard,14,77,918,165,21,6
6,876,basic,6,22,249,95,7,6
6,876,medium,8,32,379,141,8,6
6,876,hard,12,58,748,291,12,6
6,876,whitehard,12,62,883,233,18,6
6,877,basic,6,23,196,65,5,6
6,877,medium,9,38,381,115,10,6
6,877,hard,13,65,877,328,15,6
6,877,whitehard,13,71,959,295,19,6
6,878,basic,4,15,184,2,0,6
6,878,medium,8,35,313,0,12,6
6,878,hard,12,58,592,52,15,6
6,878,whitehard,12,62,872,191,19,6
6,879,basic,4,13,163,22,0,6
6,879,medium,8,34,344,40,11,6
6,879,hard,11,55,724,127,17,6
6,879,whitehard,12,59,677,66,17,6
6,880,basic,5,18,179,36,7,6
6,880,medium,9,36,393,46,13,6
6,880,hard,12,59,733,131,17,6
6,880,whitehard,13,66,932,247,20,6
6,881,basic,6,22,231,50,8,6
6,881,medium,9,37,384,40,13,6
6,881,hard,13,68,760,85,19,6
6,881,whitehard,13,66,754,70,19,6
6,882,basic,6,25,311,108,7,6
6,882,medium,10,45,453,103,13,6
6,882,hard,14,77,862,154,20,6
6,882,whitehard,14,76,899,134,22,6
6,883,basic,8,34,390,58,12,6
6,883,medium,11,54,611,63,15,6
6,883,hard,15,84,1089,218,25,6
6,883,whitehard,15,86,1164,221,27,6
6,884,basic,6,24,204,12,9,6
6,884,medium,10,42,350,9,13,6
6,884,hard,13,71,814,196,17,6
6,884,whitehard,14,80,1024,241,22,6
6,885,basic,2,5,120,30,0,6
6,885,medium,7,26,272,85,9,6
6,885,hard,10,41,445,132,12,6
6,885,whitehard,11,49,582,190,15,6
6,886,basic,3,11,175,34,0,6
6,886,medium,7,29,382,171,8,6
6,886,hard,11,50,609,171,12,6
6,886,whitehard,12,60,1079,468,16,6
6,887,basic,4,13,221,76,0,6
6,887,medium,8,32,477,190,11,6
6,887,hard,11,51,586,104,14,6
6,887,whitehard,11,54,714,150,16,6
6,888,basic,8,35,400,69,12,6
6,888,medium,11,53,622,134,14,6
6,888,hard,15,85,1043,198,24,6
6,888,whitehard,15,89,1127,206,26,6
6,889,basic,7,30,438,139,11,6
6,889,medium,10,44,588,160,11,6
6,889,hard,15,82,1253,263,28,6
6,889,whitehard,14,79,1190,94,31,6
6,890,basic,6,24,299,72,8,6
6,890,medium,10,42,572,77,13,6
6,890,hard,12,61,966,109,24,6
6,890,whitehard,13,71,1068,137,26,6
6,891,basic,4,13,138,0,0,6
6,891,medium,8,34,320,32,11,6
6,891,hard,12,60,682,86,17,6
6,891,whitehard,13,70,976,222,22,6
6,892,basic,8,34,358,52,11,6
6,892,medium,11,51,620,92,15,6
6,892,hard,15,86,1238,184,30,6
6,892,whitehard,15,84,1195,153,28,6
6,893,basic,7,29,322,45,10,6
6,893,medium,10,47,553,77,14,6
6,893,hard,15,84,993,215,23,6
6,893,whitehard,14,79,971,181,23,6
6,894,basic,6,24,358,153,7,6
6,894,medium,9,40,619,293,12,6
6,894,hard,14,76,1083,300,22,6
6,894,whitehard,15,83,1267,400,25,6
6,895,basic,7,27,403,163,9,6
6,895,medium,10,43,601,189,11,6
6,895,hard,15,82,1078,202,25,6
6,895,whitehard,14,78,1046,218,24,6
6,896,basic,7,28,315,64,9,6
6,896,medium,10,47,443,41,11,6
6,896,hard,15,83,1186,366,23,6
6,896,whitehard,14,80,960,171,23,6
6,897,basic,8,35,452,130,12,6
6,897,medium,11,53,615,133,13,6
6,897,hard,15,88,1081,197,25,6
6,897,whitehard,15,88,1277,290,28,6
6,898,basic,6,24,224,25,9,6
6,898,medium,9,38,416,88,12,6
6,898,hard,12,63,679,105,16,6
6,898,whitehard,13,71,893,226,18,6
6,899,basic,7,26,292,62,8,6
6,899,medium,10,46,501,100,11,6
6,899,hard,15,81,1089,258,24,6
6,899,whitehard,15,82,1183,318,25,6
6,900,basic,4,15,248,55,0,6
6,900,medium,10,43,573,142,12,6
6,900,hard,12,60,887,206,19,6
6,900,whitehard,13,71,1000,246,21,6
6,901,basic,5,17,195,71,5,6
6,901,medium,8,33,398,96,11,6
6,901,hard,11,51,622,110,15,6
6,901,whitehard,12,59,849,145,20,6
6,902,basic,6,23,276,94,8,6
6,902,medium,9,39,519,109,11,6
6,902,hard,12,60,811,61,21,6
6,902,whitehard,13,70,1040,159,25,6
6,903,basic,6,23,181,30,6,6
6,903,medium,9,39,374,60,12,6
6,903,hard,13,68,809,116,20,6
6,903,whitehard,12,60,684,106,16,6
6,904,basic,3,11,163,53,0,6
6,904,medium,8,35,356,59,11,6
6,904,hard,11,53,557,58,14,6
6,904,whitehard,12,61,710,81,18,6
6,905,basic,3,9,151,29,0,6
6,905,medium,8,32,270,53,8,6
6,905,hard,11,52,427,89,12,6
6,905,whitehard,11,55,482,115,13,6
6,906,basic,4,13,182,51,0,6
6,906,medium,9,37,292,48,9,6
6,906,hard,11,55,535,43,14,6
6,906,whitehard,12,62,625,85,15,6
6,907,basic,4,13,296,126,0,6
6,907,medium,8,33,420,159,10,6
6,907,hard,12,60,843,302,15,6
6,907,whitehard,13,70,1072,305,22,6
6,908,basic,8,32,338,82,9,6
6,908,medium,11,50,557,90,13,6
6,908,hard,15,85,1234,274,28,6
6,908,whitehard,15,84,1133,185,27,6
6,909,basic,6,24,239,64,8,6
6,909,medium,9,38,400,104,11,6
6,909,hard,12,64,795,252,15,6
6,909,whitehard,13,72,902,273,18,6
6,910,basic,3,9,181,59,0,6
6,910,medium,8,32,332,80,9,6
6,910,hard,11,53,742,315,12,6
6,910,whitehard,12,58,806,346,12,6
6,911,basic,7,27,523,231,11,6
6,911,medium,10,42,609,191,12,6
6,911,hard,14,74,1249,330,26,6
6,911,whitehard,13,69,1161,381,22,6
6,912,basic,7,27,320,91,8,6
6,912,medium,11,55,658,133,15,6
6,912,hard,15,84,1110,249,25,6
6,912,whitehard,15,84,1075,166,26,6
6,913,basic,5,20,229,42,9,6
6,913,medium,9,38,369,48,12,6
6,913,hard,12,58,766,145,18,6
6,913,whitehard,12,62,905,246,19,6
6,914,basic,9,39,613,232,14,6
6,914,medium,12,61,785,182,17,6
6,914,hard,15,90,1334,258,31,6
6,914,whitehard,15,87,1289,205,31,6
6,915,basic,7,26,253,74,8,6
6,915,medium,10,42,415,98,11,6
6,915,hard,13,68,898,158,21,6
6,915,whitehard,14,79,1027,221,23,6
6,916,basic,2,7,188,83,0,6
6,916,medium,7,29,371,91,10,6
6,916,hard,10,45,603,182,12,6
6,916,whitehard,11,53,756,218,15,6
6,917,basic,3,9,204,82,0,6
6,917,medium,8,31,391,110,10,6
6,917,hard,11,52,727,183,16,6
6,917,whitehard,12,61,994,287,20,6
6,918,basic,5,18,316,169,6,6
6,918,medium,8,33,387,147,8,6
6,918,hard,11,52,625,167,13,6
6,918,whitehard,11,55,841,334,14,6
6,919,basic,4,13,204,35,0,6
6,919,medium,9,37,371,47,12,6
6,919,hard,12,58,615,87,15,6
6,919,whitehard,12,63,705,64,18,6
6,920,basic,7,26,292,24,10,6
6,920,medium,10,43,421,21,15,6
6,920,hard,15,81,1050,129,26,6
6,920,whitehard,14,78,1025,134,25,6
6,921,basic,4,13,186,26,0,6
6,921,medium,8,32,316,14,11,6
6,921,hard,11,51,478,22,13,6
6,921,whitehard,12,58,684,128,15,6
6,922,basic,3,11,153,23,0,6
6,922,medium,8,33,388,129,9,6
6,922,hard,11,53,543,91,12,6
6,922,whitehard,12,63,639,109,15,6
6,923,basic,6,23,196,19,8,6
6,923,medium,9,37,354,20,12,6
6,923,hard,13,68,832,56,22,6
6,923,whitehard,14,74,1031,45,29,6
6,924,basic,4,13,256,72,0,6
6,924,medium,8,34,342,69,10,6
6,924,hard,11,55,624,109,15,6
6,924,whitehard,13,66,813,65,22,6
6,925,basic,6,25,278,75,7,6
6,925,medium,9,38,426,127,11,6
6,925,hard,12,60,659,140,15,6
6,925,whitehard,13,69,911,256,18,6
6,926,basic,5,18,189,39,7,6
6,926,medium,9,37,403,36,14,6
6,926,hard,12,58,708,89,18,6
6,926,whitehard,11,55,667,111,16,6
6,927,basic,6,23,178,13,7,6
6,927,medium,10,43,421,34,15,6
6,927,hard,13,66,815,69,22,6
6,927,whitehard,13,69,888,163,21,6
6,928,basic,3,11,214,91,0,6
6,928,medium,8,31,283,76,8,6
6,928,hard,11,51,525,183,13,6
6,928,whitehard,11,52,587,176,12,6
6,929,basic,6,24,269,69,9,6
6,929,medium,9,39,452,128,12,6
6,929,hard,12,59,710,212,14,6
6,929,whitehard,13,70,939,290,18,6
6,930,basic,4,13,197,27,0,6
6,930,medium,9,36,482,77,11,6
6,930,hard,12,61,792,163,18,6
6,930,whitehard,12,61,859,214,18,6
6,931,basic,7,27,358,28,12,6
6,931,medium,10,45,500,46,13,6
6,931,hard,13,68,871,90,22,6
6,931,whitehard,15,81,1032,103,27,6
6,932,basic,7,26,310,6,11,6
6,932,medium,10,42,449,6,12,6
6,932,hard,14,76,908,53,25,6
6,932,whitehard,14,77,970,126,23,6
6,933,basic,7,26,262,0,9,6
6,933,medium,10,44,433,25,11,6
6,933,hard,14,75,792,45,21,6
6,933,whitehard,13,67,757,28,21,6
6,934,basic,8,33,389,43,13,6
6,934,medium,11,53,584,55,15,6
6,934,hard,15,86,1139,102,30,6
6,934,whitehard,15,83,1146,131,29,6
6,935,basic,6,22,181,8,8,6
6,935,medium,9,37,459,72,14,6
6,935,hard,12,62,817,66,21,6
6,935,whitehard,13,68,939,169,22,6
6,936,basic,7,27,261,10,9,6
6,936,medium,10,45,445,17,12,6
6,936,hard,15,82,929,37,25,6
6,936,whitehard,14,76,837,36,23,6
6,937,basic,4,13,216,54,0,6
6,937,medium,8,33,312,61,9,6
6,937,hard,11,50,585,133,12,6
6,937,whitehard,11,54,667,176,14,6
6,938,basic,4,15,256,15,0,6
6,938,medium,9,37,366,43,12,6
6,938,hard,12,58,663,90,16,6
6,938,whitehard,13,66,870,217,18,6
6,939,basic,3,11,163,16,0,6
6,939,medium,8,35,317,48,10,6
6,939,hard,11,51,532,110,12,6
6,939,whitehard,12,58,628,157,13,6
6,940,basic,5,20,222,79,6,6
6,940,medium,8,33,386,70,12,6
6,940,hard,12,61,849,129,21,6
6,940,whitehard,13,71,1046,207,24,6
6,941,basic,6,21,195,34,7,6
6,941,medium,9,37,431,58,14,6
6,941,hard,13,68,977,140,24,6
6,941,whitehard,12,63,904,105,23,6
6,942,basic,6,22,259,72,8,6
6,942,medium,9,37,567,198,14,6
6,942,hard,14,76,1177,307,25,6
6,942,whitehard,13,68,1115,454,18,6
6,943,basic,5,18,155,37,5,6
6,943,medium,8,32,353,90,10,6
6,943,hard,11,54,750,194,16,6
6,943,whitehard,12,61,947,345,16,6
6,944,basic,7,27,497,188,12,6
6,944,medium,10,45,654,195,13,6
6,944,hard,15,84,1073,276,23,6
6,944,whitehard,14,80,1067,273,23,6
5,0,basic,1,2,66,-1,3,1
5,0,medium,5,17,156,-1,7,1
5,0,hard,6,22,243,-1,9,1
5,2,basic,1,2,59,-1,2,1
5,2,medium,4,14,219,-1,8,1
5,2,hard,7,31,319,-1,12,1
5,6,basic,3,9,185,-1,8,1
5,6,medium,6,23,285,-1,11,1
5,6,hard,8,40,324,-1,12,1
5,9,basic,3,7,205,-1,7,1
5,9,medium,7,30,401,-1,11,1
5,9,hard,10,60,551,-1,16,2
5,12,basic,2,6,101,-1,5,1
5,12,medium,5,17,197,-1,9,1
5,12,hard,7,29,254,-1,9,1
5,12,special,8,36,363,-1,14,4
5,13,basic,2,1,125,-1,6,1
5,13,medium,5,17,219,-1,9,1
5,13,hard,7,30,285,-1,11,1
5,14,basic,3,7,147,-1,7,1
5,14,medium,5,16,221,-1,8,1
5,14,hard,8,41,305,-1,11,1
5,15,basic,3,8,108,-1,5,1
5,15,medium,5,17,194,-1,9,1
5,15,hard,7,30,260,-1,10,1
5,16,basic,5,16,333,-1,13,1
5,16,medium,8,40,379,-1,14,1
5,16,hard,10,60,484,-1,14,1
5,16,special,11,68,658,-1,19,4
5,17,basic,3,4,118,-1,5,1
5,17,medium,5,16,186,-1,8,1
5,17,hard,8,40,282,-1,10,1
5,18,basic,3,8,129,-1,6,1
5,18,medium,5,17,188,-1,9,1
5,18,hard,7,29,280,-1,10,1
5,19,basic,4,12,170,-1,8,1
5,19,medium,6,22,216,-1,8,1
5,19,hard,8,40,277,-1,10,1
5,20,basic,2,5,98,-1,4,1
5,20,medium,5,17,247,-1,9,1
5,20,hard,7,30,353,-1,14,1
5,21,basic,2,4,120,-1,5,1
5,21,medium,5,17,189,-1,9,1
5,21,hard,7,30,368,-1,14,1
5,22,basic,4,12,200,-1,9,1
5,22,medium,8,39,351,-1,13,1
5,22,hard,10,59,396,-1,15,1
5,23,basic,4,12,205,-1,8,1
5,23,medium,6,22,255,-1,9,1
5,23,hard,8,40,346,-1,13,1
5,24,basic,3,7,161,-1,7,1
5,24,medium,6,22,298,-1,11,1
5,24,hard,9,48,361,-1,14,1
5,25,basic,5,16,265,-1,10,1
5,25,medium,7,30,347,-1,13,1
5,25,hard,10,61,605,-1,17,1
5,25,special,11,67,746,-1,21,4
5,26,basic,3,7,183,-1,8,1
5,26,medium,6,21,290,-1,11,1
5,26,hard,8,39,419,-1,12,1
5,26,special,10,58,621,-1,18,4
5,30,basic,5,15,234,-1,9,1
5,30,medium,8,36,371,-1,14,1
5,30,hard,11,68,603,-1,17,2
5,31,basic,3,8,177,-1,8,1
5,31,medium,7,30,283,-1,11,1
5,31,hard,9,51,410,-1,12,1
5,31,special,10,59,543,-1,16,4
5,32,basic,4,11,207,-1,8,1
5,32,medium,6,22,254,-1,9,1
5,32,hard,8,41,384,-1,14,1
5,33,basic,4,12,205,-1,7,1
5,33,medium,7,32,351,-1,13,1
5,33,hard,9,50,432,-1,12,1
5,35,basic,4,12,258,-1,10,1
5,35,medium,7,30,319,-1,12,1
5,35,hard,9,49,414,-1,12,1
5,36,basic,4,13,278,-1,10,1
5,36,medium,7,34,324,-1,12,1
5,36,hard,8,41,386,-1,15,1
5,36,special,9,49,482,-1,14,4
5,37,basic,4,11,201,-1,7,1
5,37,medium,6,22,343,-1,13,1
5,37,hard,11,69,630,-1,18,1
5,37,special,12,84,923,-1,27,4
5,38,basic,5,16,282,-1,11,1
5,38,medium,7,31,382,-1,15,1
5,38,hard,11,69,676,-1,20,2
5,39,basic,2,6,110,-1,5,4
5,39,medium,4,14,158,-1,7,4
5,39,hard,7,31,240,-1,9,4
5,42,basic,3,8,160,-1,7,1
5,42,medium,6,23,238,-1,9,1
5,42,hard,8,39,337,-1,13,1
5,43,basic,1,3,89,-1,4,4
5,43,medium,3,9,167,-1,8,4
5,43,hard,5,19,337,-1,13,4
5,43,special,9,47,576,-1,16,4
5,45,basic,3,8,137,-1,6,1
5,45,medium,5,17,270,-1,10,1
5,45,hard,8,40,374,-1,14,1
5,46,basic,4,10,183,-1,9,4
5,46,medium,8,27,393,-1,14,4
5,46,hard,9,53,467,-1,13,4
5,47,basic,3,8,151,-1,7,1
5,47,medium,5,17,263,-1,10,1
5,47,hard,7,29,412,-1,11,1
5,48,basic,5,17,224,-1,8,5
5,48,medium,7,33,315,-1,12,1
5,48,hard,10,59,500,-1,14,1
5,48,special,11,69,777,-1,22,4
5,49,basic,3,7,171,-1,8,1
5,49,medium,5,16,244,-1,9,1
5,49,hard,8,38,427,-1,12,1
5,51,basic,3,8,175,-1,8,1
5,51,medium,6,22,327,-1,12,1
5,51,hard,9,50,417,-1,12,1
5,52,basic,5,17,303,-1,11,1
5,52,medium,7,32,374,-1,14,1
5,52,hard,11,70,713,-1,21,1
5,52,special,11,70,845,-1,25,4
5,53,basic,2,4,120,-1,5,1
5,53,medium,5,17,239,-1,9,1
5,53,hard,8,39,390,-1,15,1
5,56,basic,3,7,128,-1,6,1
5,56,medium,6,22,315,-1,12,1
5,56,hard,9,49,420,-1,12,1
5,57,basic,4,12,270,-1,10,1
5,57,medium,6,23,340,-1,13,1
5,57,hard,9,50,441,-1,12,1
5,58,basic,3,8,144,-1,6,1
5,58,medium,7,33,344,-1,13,1
5,58,hard,9,52,478,-1,13,1
5,59,basic,3,8,128,-1,6,1
5,59,medium,7,33,307,-1,12,1
5,59,hard,9,52,492,-1,14,1
5,60,basic,4,12,312,-1,12,1
5,60,medium,8,41,519,-1,15,1
5,60,hard,10,60,698,-1,20,1
5,61,basic,3,7,233,-1,8,1
5,61,medium,7,29,400,-1,15,1
5,61,hard,9,49,526,-1,15,1
5,62,basic,5,16,338,-1,13,1
5,62,medium,8,38,442,-1,12,1
5,62,hard,11,67,748,-1,21,1
5,62,special,12,81,1009,-1,29,4
5,63,basic,3,8,213,-1,8,1
5,63,medium,6,21,292,-1,11,1
5,63,hard,9,48,522,-1,15,1
5,64,basic,4,11,219,-1,8,1
5,64,medium,7,28,419,-1,12,1
5,64,hard,10,60,679,-1,19,1
5,64,special,11,68,961,-1,28,4
5,65,basic,4,11,274,-1,10,1
5,65,medium,7,30,392,-1,15,1
5,65,hard,9,50,514,-1,15,1
5,67,basic,2,5,102,-1,4,2
5,67,medium,4,13,159,-1,7,2
5,67,hard,6,22,248,-1,9,2
5,68,basic,2,5,74,-1,3,2
5,68,medium,4,12,190,-1,9,2
5,68,hard,7,29,283,-1,11,2
5,70,basic,3,8,127,-1,5,2
5,70,medium,6,24,245,-1,9,2
5,70,hard,8,42,365,-1,14,2
5,71,basic,3,7,162,-1,7,2
5,71,medium,5,17,268,-1,10,2
5,71,hard,8,40,337,-1,13,2
5,74,basic,2,4,95,-1,4,2
5,74,medium,4,12,214,-1,8,2
5,74,hard,7,30,341,-1,13,2
5,75,basic,1,1,54,-1,2,2
5,75,medium,5,16,166,-1,7,2
5,75,hard,6,21,234,-1,9,2
5,76,basic,1,1,62,-1,2,2
5,76,medium,4,12,118,-1,5,2
5,76,hard,7,40,247,-1,9,2
5,77,basic,3,8,196,-1,9,2
5,77,medium,6,22,262,-1,10,2
5,77,hard,8,41,422,-1,12,2
5,78,basic,2,5,123,-1,5,2
5,78,medium,5,17,236,-1,9,2
5,78,hard,7,32,361,-1,14,2
5,80,basic,3,8,123,-1,5,2
5,80,medium,6,23,203,-1,7,2
5,80,hard,8,41,319,-1,12,2
5,80,special,9,47,470,-1,13,4
5,81,basic,2,5,122,-1,5,2
5,81,medium,5,17,220,-1,8,2
5,81,hard,7,31,241,-1,9,2
5,82,basic,3,7,97,-1,4,2
5,82,medium,6,23,329,-1,12,2
5,82,hard,8,40,412,-1,11,2
5,83,basic,2,4,113,-1,5,2
5,83,medium,5,16,240,-1,9,2
5,83,hard,7,30,347,-1,13,2
5,84,basic,3,7,149,-1,7,2
5,84,medium,6,21,209,-1,8,2
5,84,hard,7,30,338,-1,13,2
5,85,basic,2,5,49,-1,2,2
5,85,medium,5,17,180,-1,8,2
5,85,hard,7,31,249,-1,9,2
5,86,basic,3,8,131,-1,6,2
5,86,medium,5,17,203,-1,7,2
5,86,hard,7,31,300,-1,11,2
5,87,basic,4,12,162,-1,7,2
5,87,medium,6,22,283,-1,11,2
5,87,hard,9,51,400,-1,15,2
5,88,basic,3,8,129,-1,6,2
5,88,medium,6,22,223,-1,8,2
5,88,hard,7,31,284,-1,11,2
5,89,basic,3,7,165,-1,7,2
5,89,medium,5,16,191,-1,9,2
5,89,hard,7,30,263,-1,10,2
5,92,basic,4,11,164,-1,8,2
5,92,medium,7,29,306,-1,12,2
